EventID, Duration, TimeStep, Region, AEP, Increments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,25,5,Murray Basin,rare,17.75,10.75,17.74,27.42,26.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,25,5,Murray Basin,rare,18.63,6.37,12.31,37.38,25.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,30,5,Murray Basin,frequent,6.59,15.67,23.94,14.32,23.4,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,30,5,Murray Basin,frequent,12.87,32.51,19.13,12.77,11.9,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,30,5,Murray Basin,frequent,20.23,26.01,17.18,12.7,12.4,11.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,30,5,Murray Basin,frequent,14.01,31.59,20.51,13.55,12.61,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,30,5,Murray Basin,frequent,9.3,16.29,25.75,25.02,14.53,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,30,5,Murray Basin,frequent,7.77,19.8,10.35,24.89,26.62,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,30,5,Murray Basin,frequent,23.06,18.82,17.41,14.79,12.35,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,30,5,Murray Basin,frequent,9.45,16.19,11.33,22.99,20.07,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,30,5,Murray Basin,frequent,8.01,12.05,12.05,12.05,26.52,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,30,5,Murray Basin,frequent,14.6,15.47,8.87,9.22,36.66,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,30,5,Murray Basin,intermediate,24.59,23.38,12.31,14.65,14.89,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,30,5,Murray Basin,intermediate,10.3,36.76,22.06,11.03,8.09,11.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,30,5,Murray Basin,intermediate,25,32.61,15.77,7.04,5.5,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,30,5,Murray Basin,intermediate,12.17,18.59,12.18,17.31,23.08,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,30,5,Murray Basin,intermediate,11.15,10.71,10.93,33.27,23.3,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,30,5,Murray Basin,intermediate,12.94,19.29,9.03,26.57,25.31,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,30,5,Murray Basin,intermediate,15.39,11.54,15.38,19.23,24.36,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,30,5,Murray Basin,intermediate,16.47,16.47,16.46,16.46,13.2,20.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,30,5,Murray Basin,intermediate,9.33,18.67,12,16,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,30,5,Murray Basin,intermediate,7.76,7.64,20.14,6.03,17.8,40.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,30,5,Murray Basin,rare,11.35,34.24,17.37,10,11.04,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,30,5,Murray Basin,rare,25.14,23.24,17.3,6.67,19.64,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,30,5,Murray Basin,rare,15.46,15,9.09,15,23.18,22.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,30,5,Murray Basin,rare,16.75,5.73,11.07,33.6,22.75,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,30,5,Murray Basin,rare,26.59,32.37,6.36,13.87,10.98,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,30,5,Murray Basin,rare,9.35,27.73,20.98,13.36,21.27,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,30,5,Murray Basin,rare,15.21,25,21.74,11.96,13.59,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,30,5,Murray Basin,rare,19.29,16.67,24.99,17.36,12.73,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,30,5,Murray Basin,rare,10.64,14.01,18.54,14.56,19.15,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,30,5,Murray Basin,rare,8.23,25,1.64,21.38,19.08,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,45,5,Murray Basin,frequent,11.47,26.97,22.15,11.55,4.23,3.52,3.95,8.57,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,45,5,Murray Basin,frequent,13.57,21.27,14.84,4.92,10.67,11.15,10.36,9.13,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,45,5,Murray Basin,frequent,15.92,14.32,10.34,18.53,2.39,18.61,11.14,5.57,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,45,5,Murray Basin,frequent,19,15.26,10.35,2.46,3.58,4.79,7.89,17.23,19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,45,5,Murray Basin,frequent,18.82,14.28,8.12,4.85,9.12,9.29,16.04,10.36,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,45,5,Murray Basin,frequent,6.18,6.18,6.19,10.51,27.89,19.83,7.74,7.74,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
